source_URL,Readers Choice Votes,Readers Choice Category,Title,Author,Total Avg Rating,Number of Ratings,Number of Reviews,Number of Pages,Edition,Book Description,First Published date,Kindle Version and Price,Kindle Price,About the Author
https://www.goodreads.com/book/show/80830635-don-t-let-her-stay?from_choice=true,4099,Mystery & Thriller,Don't Let Her Stay,Nicola Sanders,4.00,"86,126","6,982",283,Kindle Edition,"Someone inside your house wants you dead, but no one believes you…Joanne knows how lucky she is. Richard is a wonderful husband, Evie is the most gorgeous baby girl, they live in a beautiful house… Life couldn’t be better.Until Richard’s twenty-year-old daughter Chloe turns up. Chloe hasn’t spoken to her father since the day he married Joanne two years ago. But Chloe wants to make peace. She’ll even move in for a few weeks to help Joanne with the new baby.It sounds perfect, but when things happen that make Joanne feel like she’s losing her mind, she begins to wonder: Is Chloe really here to help? Or has Joanne made a terrible mistake by letting her move in?And is it too late to ask her to leave?Perfect for fans of Frieda McFadden, Sue Watson and Shalini Boland, Don’t Let Her Stay is a totally addictive psychological thriller with a twist that will shock you!",9-Feb-23,Kindle Unlimited $0.00,0,"Nicola Sanders is the author of two psychological thrillers. She lives with her partner on the edge of a forest and is regularly swooped by magpies. Her latest novel, Don’t Let Her Stay, is out in February 2023."
https://www.goodreads.com/book/show/78296909-the-leftover-woman?from_choice=true,3378,Mystery & Thriller,The Leftover Woman,Jean Kwok,3.81,"9,398","1,288",288,Hardcover,"An evocative family drama and a riveting mystery about the ferocious pull of motherhood for two very different women--from the New York Times bestselling author of Searching for Sylvie Lee and Girl in Translation. Jasmine Yang arrives in New York City from her rural Chinese village without money or family support, fleeing a controlling husband, on a desperate search for the daughter who was taken from her at birth--another female casualty of China's controversial One Child Policy. But with her husband on her trail, the clock is ticking, and she's forced to make increasingly desperate decisions if she ever hopes to be reunited with her daughter. Meanwhile, publishing executive Rebecca Whitney seems to have it all: a prestigious family name and the wealth that comes with it, a high-powered career, a beautiful home, a handsome husband, and an adopted Chinese daughter she adores. She's even hired a Chinese nanny to help her balance the demands of being a working wife and mother. But when an industry scandal threatens to jeopardize not only Rebecca's job but her marriage, this perfect world begins to crumble and her role in her own family is called into question. The Leftover Woman finds these two unforgettable women on a shocking collision course. Twisting and suspenseful and surprisingly poignant, it's a profound exploration of identity and belonging, motherhood and family. It is a story of two women in a divided city--separated by severe economic and cultural differences yet bound by a deep emotional connection to a child.",10-Oct-23,Kindle $14.99,14.99,"Jean Kwok is the award-winning, New York Times and international bestselling author of The Leftover Woman (coming 10/10/23), Girl in Translation, Mambo in Chinatown, and Searching for Sylvie Lee, which was a Read with Jenna Today Show Pick. Her work has been published in twenty countries and is taught in schools across the world. She has been selected for numerous honors, including the American Library Association Alex Award, a Goodreads Choice Awards Semi-Finalist for Mystery & Thriller, the Chinese American Librarians Association Best Book Award, an Orange New Writers title, and the Sunday Times Short Story Award international shortlist. She was one of twelve authors asked by the Agatha Christie estate to write an original, authorized Miss Marple story for the collection Marple: Twelve New Mysteries. She immigrated from Hong Kong to Brooklyn when she was five and worked in a Chinatown clothing factory for much of her childhood. She received her bachelor's degree from Harvard University and earned an MFA from Columbia University. She divides her time between the Netherlands and New York City. Learn more about Jean here: www.jeankwok.comhttps://www.facebook.com/JeanKwokAuthor"
https://www.goodreads.com/book/show/60588456-the-maid-s-diary?from_choice=true,2982,Mystery & Thriller,The Maid's Diary,Loreth Anne White,4.27,"51,793","3,799",369,Kindle Edition,"Kit Darling is a maid with a snooping problem. She’s the “invisible girl,” compelled to poke into her wealthy clients’ closely guarded lives. It’s a harmless hobby until Kit sees something she can’t unsee in the home of her brand-new clients: a secret so dark it could destroy the privileged couple expecting their first child. This makes Kit dangerous to the couple. In turn, it makes the couple—who might kill to keep their secret—dangerous to Kit.When homicide cop Mallory Van Alst is called to a scene at a luxury waterfront home known as the Glass House, she’s confronted with evidence of a violent attack so bloody it’s improbable the victim is alive. But there’s no body. The homeowners are gone. And their maid is missing. The only witness is the elderly woman next door, who woke to screams in the night. The neighbor was also the last person to see Kit Darling alive.As Mal begins to uncover the secret that has sent the lives of everyone involved on a devious and inescapable collision course, she realizes that nothing is quite as it seems. And no one escapes their past.",1-Mar-23,Kindle Unlimited $0.00,0,"Loreth Anne White is an Amazon Charts, Washington Post, and Bild bestselling author of thrillers, mysteries, and suspense. With over 3 million books sold around the world, she is an ITW thriller award finalist, a three-time RITA finalist, an overall Daphne du Maurier Award winner, Arthur Ellis finalist, and winner of multiple industry awards.A recovering journalist who has worked in both South Africa and Canada, she now calls Canada home. She resides in the Pacific Northwest, dividing time between Victoria on Vancouver Island, a ski resort in the Coast Mountains, and a rustic lakeside cabin in the Cariboo. When she’s not writing or dreaming up plots, you will find her on the lakes, in the ocean, or on the trails with her dog where she tries—unsuccessfully—to avoid bears. For more information on her books please visit her website at lorethannewhite.comConnect with her on Facebook: https://www.facebook.com/Loreth.Anne....On Twitter: https://twitter.com/LorethOr via Instagram: lorethannewhiteVisit her at  www.lorethannewhite.com"
https://www.goodreads.com/book/show/61718053-happy-place?from_choice=true,157687,Romance,Happy Place,Emily Henry,4.05,"599,665","75,814",400,Hardcover,"Harriet and Wyn have been the perfect couple since they met in college—they go together like salt and pepper, honey and tea, lobster and rolls. Except, now—for reasons they’re still not discussing—they don’t.They broke up six months ago. And still haven’t told their best friends.Which is how they find themselves sharing the largest bedroom at the Maine cottage that has been their friend group’s yearly getaway for the last decade. Their annual respite from the world, where for one vibrant, blue week they leave behind their daily lives; have copious amounts of cheese, wine, and seafood; and soak up the salty coastal air with the people who understand them most.Only this year, Harriet and Wyn are lying through their teeth while trying not to notice how desperately they still want each other. Because the cottage is for sale and this is the last week they’ll all have together in this place. They can’t stand to break their friends’ hearts, and so they’ll play their parts. Harriet will be the driven surgical resident who never starts a fight, and Wyn will be the laid-back charmer who never lets the cracks show. It’s a flawless plan (if you look at it from a great distance and through a pair of sunscreen-smeared sunglasses). After years of being in love, how hard can it be to fake it for one week… in front of those who know you best?A couple who broke up months ago make a pact to pretend to still be together for their annual weeklong vacation with their best friends in this glittering and wise new novel from #1 New York Times bestselling author Emily Henry.",25-Apr-23,Kindle $11.99,11.99,"Emily Henry is the #1 New York Times bestselling author of Book Lovers, People We Meet on Vacation, and Beach Read, as well as the forthcoming Happy Place. She lives and writes in Cincinnati and the part of Kentucky just beneath it.Find her on Instagram @EmilyHenryWrites."
https://www.goodreads.com/book/show/61326735-love-theoretically?from_choice=true,96439,Romance,"Love, Theoretically",Ali Hazelwood,4.16,"256,083","37,318",389,Paperback,"The many lives of theoretical physicist Elsie Hannaway have finally caught up with her. By day, she’s an adjunct professor, toiling away at grading labs and teaching thermodynamics in the hopes of landing tenure. By other day, Elsie makes up for her non-existent paycheck by offering her services as a fake girlfriend, tapping into her expertly honed people pleasing skills to embody whichever version of herself the client needs.Honestly, it’s a pretty sweet gig—until her carefully constructed Elsie-verse comes crashing down. Because Jack Smith, the annoyingly attractive and broody older brother of her favorite client, turns out to be the cold-hearted experimental physicist who ruined her mentor’s career and undermined the reputation of theorists everywhere. And that same Jack who now sits on the hiring committee at MIT, right between Elsie and her dream job.Elsie is prepared for an all-out war of scholarly sabotage but…those long, penetrating looks? Not having to be anything other than her true self when she’s with him? Will falling into an experimentalist’s orbit finally tempt her to put her most guarded theories on love into practice?",13-Jun-23,Kindle $10.99,10.99,"I'm Ali, and I write contemporary romcom novels about women in STEM and academia. I love cats, Nutella, and side ponytails. I'm also currently learning to crochet, so as you can tell I'm a super busy gal with an intense and exciting life!I only use Goodreads as a reader, to review and hype books that I've loved (many of these book are ARCs received from fellow authors)."
https://www.goodreads.com/book/show/61918816-yours-truly?from_choice=true,57086,Romance,Yours Truly,Abby Jimenez,4.34,"167,822","23,607",416,Paperback,"A novel of terrible first impressions, hilarious second chances, and the joy in finding your perfect match. Dr. Briana Ortiz’s life is seriously flatlining. Her divorce is just about finalized, her brother’s running out of time to find a kidney donor, and that promotion she wants? Oh, that’s probably going to the new man-doctor who’s already registering eighty-friggin’-seven on Briana’s “pain in my ass” scale. But just when all systems are set to hate, Dr. Jacob Maddox completely flips the game . . . by sending Briana a letter. And it’s a really good letter. Like the kind that proves that Jacob isn’t actually Satan. Worse, he might be this fantastically funny and subversively likeable guy who’s terrible at first impressions. Because suddenly he and Bri are exchanging letters, sharing lunch dates in her “sob closet,” and discussing the merits of freakishly tiny horses. But when Jacob decides to give Briana the best gift imaginable—a kidney for her brother—she wonders just how she can resist this quietly sexy new doctor . . . especially when he calls in a favor she can’t refuse.",11-Apr-23,Kindle $10.99,10.99,"Abby Jimenez is a Food Network winner, New York Times best selling author, and recipient of the 2022 Minnesota Book Award for her novel Life's Too Short. Abby founded Nadia Cakes out of her home kitchen back in 2007. The bakery has since gone on to win numerous Food Network competitions and, like her books, has amassed an international following. Abby loves a good romance, coffee, doglets, and not leaving the house."
https://www.goodreads.com/book/show/62022434-things-we-hide-from-the-light?from_choice=true,46423,Romance,Things We Hide from the Light,Lucy Score,4.09,"260,774","19,060",594,Kindle Edition,"Nash Morgan was always known as the good Morgan brother, with a smile and a wink for everyone. But now, this chief of police is recovering from being shot and his Southern charm has been overshadowed by panic attacks and nightmares. He feels like a broody shell of the man he once was. Nash isn’t about to let anyone in his life know he’s struggling. But his new next-door neighbor, smart and sexy Lina, sees his shadows. As a rule, she’s not a fan of physical contact unless she initiates it, but for some reason Nash’s touch is different. He feels it too. The physical connection between them is incendiary, grounding him and making her wonder if exploring it is worth the risk.Too bad Lina’s got secrets of her own, and if Nash finds out the real reason she’s in town, he’ll never forgive her. Besides, she doesn’t do relationships. Ever. A hot, short-term fling with a local cop? Absolutely. Sign her up. A relationship with a man who expects her to plant roots? No freaking way. Once she gets what she’s after, she has no intention of sticking around. But Knockemout has a way of getting under people’s skin. And once Nash decides to make Lina his, he’s not about to be dissuaded…even if it means facing the danger that nearly killed him.",21-Feb-23,Kindle Unlimited $0.00,0,"Lucy Score is an instant #1 New York Times bestselling author. She grew up in a literary family who insisted that the dinner table was for reading and earned a degree in journalism. She writes full-time from the Pennsylvania home she and Mr. Lucy share with their obnoxious cat, Cleo. When not spending hours crafting heartbreaker heroes and kick-ass heroines, Lucy can be found on the couch, in the kitchen, or at the gym. She hopes to someday write from a sailboat, oceanfront condo, or tropical island with reliable Wi-Fi.Sign up for her never annoying newsletter at https://www.lucyscore.net/subscribe-l...."
https://www.goodreads.com/book/show/62628727-romantic-comedy?from_choice=true,39178,Romance,Romantic Comedy,Curtis Sittenfeld,3.69,"137,860","18,501",309,Hardcover,"A comedy writer thinks she’s sworn off love, until a dreamily handsome pop star flips the script on all her assumptions. Romantic Comedy is a hilarious, observant and deeply tender novel from New York Times–bestselling author Curtis Sittenfeld. Sally Milz is a sketch writer for ""The Night Owls,"" the late-night live comedy show that airs each Saturday. With a couple of heartbreaks under her belt, she’s long abandoned the search for love, settling instead for the occasional hook-up, career success, and a close relationship with her stepfather to round out a satisfying life. But when Sally’s friend and fellow writer Danny Horst begins dating Annabel, a glamorous actor who guest-hosted the show, he joins the not-so-exclusive group of talented but average-looking and even dorky men at the show—and in society at large—who’ve gotten romantically involved with incredibly beautiful and accomplished women. Sally channels her annoyance into a sketch called the ""Danny Horst Rule,"" poking fun at this phenomenon while underscoring how unlikely it is that the reverse would ever happen for a woman. Enter Noah Brewster, a pop music sensation with a reputation for dating models, who signed on as both host and musical guest for this week’s show. Dazzled by his charms, Sally hits it off with Noah instantly, and as they collaborate on one sketch after another, she begins to wonder whether there might actually be sparks flying. But this isn’t a romantic comedy; it’s real life. And in real life, someone like him would never date someone like her...right? With her keen observations and trademark ability to bring complex women to life on the page, Sittenfeld explores the neurosis-inducing and heart-fluttering wonder of love, while slyly dissecting the social rituals of romance and gender relations in the modern age.",4-Apr-23,Kindle $13.99,13.99,"Curtis Sittenfeld is the New York Times bestselling author of six novels, including Rodham, Eligible, Prep, American Wife, and Sisterland, as well as the collection You Think It, I'll Say It. Her books have been translated into thirty languages. In addition, her short stories have appeared in The New Yorker, The Washington Post Magazine, Esquire, and The Best American Short Stories, for which she has also been the guest editor. Her nonfiction has appeared in The New York Times, The Atlantic, Time, and Vanity Fair, and on public radio's This American Life."
https://www.goodreads.com/book/show/61681786-final-offer?from_choice=true,37873,Romance,Final Offer,Lauren Asher,4.26,"169,821","19,240",583,Paperback,"CallahanI’m the Kane brother everyone gossips about behind closed doors. Trust fund brat. Washed-up athlete. High-functioning alcoholic.No one knows the real me but her. Lana Castillo—my childhood best friend and the only woman I ever loved. When I broke her heart six years ago, I promised to never return to Lake Wisteria. I kept my word until my grandfather’s will changed everything. To receive my inheritance, I was tasked with spending a summer at the family lake house before selling it. The request was simple in theory until my entire plan blew up on the very first day. Turns out Lana doesn’t just live at the house, but she claims to own it, too. AlanaFalling in love with Callahan Kane was a mistake. He told me so before destroying my heart and our friendship six summers ago. When he promised never to come back, I foolishly believed him. But then Cal showed up again, intending to sell his grandfather’s lake house. The biggest flaw in his plan? My name is on the deed.",31-Jan-23,Kindle Unlimited $0.00,0,"Join my Facebook group for exclusive content and sneak peeks: https://bit.ly/BandiniBabesFollow me on Instagram: https://www.instagram.com/laurenasher... About Me: Plagued with an overactive imagination, Lauren spends her free time reading and writing. Her dream is to travel to all the places she writes about. She enjoys writing about flawed yet relatable characters you can’t help loving. She likes sharing fast-paced stories with angst, steam, and the emotional spectrum. Her extra-curricular activities include watching YouTube, binging old episodes of Parks and Rec, and searching Yelp for new restaurants before choosing her trusted favorite. She works best after her morning coffee and will never deny a nap."
https://www.goodreads.com/book/show/62994279-king-of-pride?from_choice=true,37653,Romance,King of Pride,Ana Huang,3.97,"107,606","11,863",358,Kindle Edition,"She's his opposite in every way...and the greatest temptation he's ever known. Reserved, controlled, and proper to a fault, Kai Young has neither the time nor inclination for chaos—and Isabella, with her purple hair and inappropriate jokes, is chaos personified.With a crucial CEO vote looming and a media empire at stake, the billionaire heir can’t afford the distraction she brings. Isabella is everything he shouldn’t want, but with every look and every touch, he’s tempted to break all his rules…and claim her as his own. ***Bold, impulsive, and full of life, Isabella Valencia has never met a party she doesn’t like or a man she couldn’t charm...except for Kai Young.It shouldn’t matter. He’s not her type—the man translates classics into Latin for fun, and his membership at the exclusive club where she bartends means he’s strictly off limits. But she can’t deny that, beneath his cool exterior, is a man who could make her melt with just a touch. No matter how hard they try, they can’t resist giving into their forbidden desires.Even if it costs them everything.  King of Pride is a steamy opposite attract, forbidden billionaire romance. It's book two in the Kings of Sin series but can be read as a standalone.Contains explicit content and profanity. Recommended for mature readers only.",27-Apr-23,Kindle Unlimited $0.00,0,"Ana Huang is a New York Times, USA Today, international, and #1 Amazon bestselling author. Best known for her Twisted series, she writes New Adult and contemporary romance with deliciously alpha heroes, strong heroines, and plenty of steam, angst, and swoon sprinkled in.Her books have been sold to over two dozen foreign publishers for translation and featured in outlets such as NPR, Cosmopolitan, Financial Times, and Glamour UK.A self-professed travel enthusiast, she loves incorporating beautiful destinations into her stories and will never say no to a good chai latte.When she’s not reading or writing, Ana is busy daydreaming and scouring Yelp for her next favorite restaurant.
  STALK ANA ONLINE:
Newsletter signup ↠ https://anahuang.com/newsletterReader group ↠ https://tinyurl.com/anastwistedsquadBookbub ↠ https://tinyurl.com/yc5mxnp9Instagram ↠ https://tinyurl.com/ydhv9rfgWebsite ↠ www.anahuang.comTikTok ↠ https://tinyurl.com/2p99t9u6Facebook ↠ https://tinyurl.com/y87fw8wq
  UPCOMING RELEASE:
  
  
  
  
    FULL LIST OF BOOKS:
  
  
  
  KINGS OF SIN SERIES
  
  
  
  
  
  
  TWISTED SERIES
  
  
  
  
  
  
  
  IF LOVE SERIES"
https://www.goodreads.com/book/show/84943172-the-right-move?from_choice=true,36246,Romance,The Right Move,Liz Tomforde,4.45,"139,435","15,775",499,Kindle Edition,"RYANShe’s a distraction, that’s what she is. I’m the newest Captain of the Devils, Chicago’s NBA team, and the last thing I needed this year was for Indy Ivers, my sister’s best friend, to move into my apartment. She’s messy, emotional, and way too tempting.But when the team’s General Manager vocalizes his blatant disapproval of my promotion to Captain, referring to me as an unapproachable lone wolf with no work-life balance, I can’t think of a better way to convince him otherwise than pretending to date my outgoing roommate. The only problem? Faking it feels far too natural. Having a fake girlfriend wasn’t supposed to be messy but having Indy under my roof and in my bed is complicated, especially when she wants all the romantic parts of life that I could never give her. INDYI never imagined I’d be living with my best friend’s brother, NBA superstar Ryan Shay. Even more unbelievable? He needs me to act as his loving girlfriend who’s suddenly changed him into a friendly and approachable guy.Because, well…he’s not. He’s controlling of his space and untrusting of others. Our arrangement isn’t one-sided, though. I’m in a wedding coming up, one where every one of my childhood friends, including my ex-boyfriend, will be in attendance, and there’s no better date than my ex’s celebrity hero. Blurred lines make it almost impossible to separate real from fake. Falling for my roommate was never part of the deal, especially when Ryan is quick to remind me that he doesn’t believe in love. I’m a romantic and can’t help fantasizing that he’ll change, but soon enough, I find myself questioning if sharing a roof with my best friend’s brother was the right move after all",7-Feb-23,Kindle Unlimited $0.00,0,"Liz Tomforde writes sports romance novels that depict realistic and healthy relationships. Her books offer a mix of witty banter and real-life struggles. Her heroes are alpha yet vulnerable, and her heroines are strong. ​Born and raised in Northern California, Liz is the youngest of five children. She loves all things romance, traveling, dogs, and hockey.​When she's not traveling or writing, Liz can be found reading a good book or taking her Golden Retriever, Luke, on a hike in her hometown in Sonoma County, CA."
https://www.goodreads.com/book/show/62926938-the-seven-year-slip?from_choice=true,30820,Romance,The Seven Year Slip,Ashley Poston,4.29,"59,560","11,526",352,Paperback,"Sometimes, the worst day of your life happens, and you have to figure out how to live after it.So Clementine forms a plan to keep her heart safe: stay busy, work hard, find someone decent to love, and try to remember to chase the moon. The last one is silly and obviously metaphorical, but her aunt always told her that you needed at least one big dream to keep going. And for the last year, that plan has gone off without a hitch. Mostly. The love part is hard because she doesn’t want to get too close to anyone—she isn’t sure her heart can take it.And then she finds a strange man standing in the kitchen of her late aunt’s apartment. A man with kind eyes and a Southern drawl and a taste for lemon pies. The kind of man that, before it all, she would’ve fallen head-over-heels for. And she might again.Except, he exists in the past. Seven years ago, to be exact. And she, quite literally, lives seven years in his future.Her aunt always said the apartment was a pinch in time, a place where moments blended together like watercolors. And Clementine knows that if she lets her heart fall, she’ll be doomed.After all, love is never a matter of time—but a matter of timing.An overworked book publicist with a perfectly planned future hits a snag when she falls in love with her temporary roommate…only to discover he lives seven years in the past, in this witty and wise new novel from the New York Times bestselling author of The Dead Romantics.",27-Jun-23,Kindle $10.99,10.99,"New York Times best-seller by day, fanfic author by night.Viist her at www.ashposton.com."
https://www.goodreads.com/book/show/101145836-wildfire?from_choice=true,29205,Romance,Wildfire,Hannah  Grace,3.93,"100,378","13,529",400,Paperback,"The latest in the Maple Hills series follows two summer camp counselors who reconnect after a sizzling one-night stand.Maple Hills students Russ Callaghan and Aurora Roberts cross paths at a party celebrating the end of the academic year, where a drinking game results in them having a passionate one-night stand. Never one to overstay her welcome (or expect much from a man), Aurora slips away before Russ even has the chance to ask for her full name.Imagine their surprise when they bump into each other on the first day of the summer camp where they are both counselors, hoping to escape their complicated home lives by spending the summer working. Russ hopes if he gets far enough away from Maple Hills, he can avoid dealing with the repercussions of his father’s gambling addiction, while Aurora is tired of craving attention from everyone around her, and wants to go back to the last place she truly felt at home.Russ knows breaking the camp’s strict “no staff fraternizing” rule will have him heading back to Maple Hills before the summer is over, but unfortunately for him, Aurora has never been very good at caring about the rules. Will the two learn to peacefully coexist? Or did their one night together start a fire they can’t put out?",3-Oct-23,Kindle $10.99,10.99,
https://www.goodreads.com/book/show/61797464-meet-me-at-the-lake?from_choice=true,10557,Romance,Meet Me at the Lake,Carley Fortune,3.71,"158,581","15,397",336,Paperback,"Fern Brookbanks has wasted far too much of her adult life thinking about Will Baxter. She spent just twenty-four hours in her early twenties with the aggravatingly attractive, idealistic artist, a chance encounter that spiraled into a daylong adventure in Toronto. The timing was wrong, but their connection was undeniable: they shared every secret, every dream, and made a pact to meet one year later. Fern showed up. Will didn't.At thirty-two, Fern's life doesn't look at all how she once imagined it would. Instead of living in the city, Fern's back home, running her mother's Muskoka lakeside resort--something she vowed never to do. The place is in disarray, her ex-boyfriend's the manager, and Fern doesn't know where to begin.She needs a plan--a lifeline. To her surprise, it comes in the form of Will, who arrives nine years too late, with a suitcase in tow and an offer to help on his lips. Will may be the only person who understands what Fern's going through. But how could she possibly trust this expensive-suit wearing mirage who seems nothing like the young man she met all those years ago. Will is hiding something, and Fern's not sure she wants to know what it is.But ten years ago, Will Baxter rescued Fern. Can she do the same for him?",2-May-23,Kindle $10.99,10.99,"Carley Fortune is the #1 New York Times and #1 Globe and Mail bestselling author of EVERY SUMMER AFTER and MEET ME AT THE LAKE. Her third book, THIS SUMMER WILL BE DIFFERENT, comes out May 7, 2024. Carley is an award-winning journalist and worked as an editor at some of Canada’s top publications, including The Globe and Mail, Chatelaine, Toronto Life, and The Grid. She was most recently the Executive Editor of Refinery29 Canada. Carley spent her young life in the suburbs of Sydney, Australia, and in Barry’s Bay, a tiny lakeside town in rural Ontario and the setting for EVERY SUMMER AFTER. Carley lives in Toronto with her husband and two sons. Follow her on Instagram @carleyfortune."
https://www.goodreads.com/book/show/123194693-pucking-around?from_choice=true,10099,Romance,Pucking Around,Emily Rath,3.95,"78,119","8,274",756,Kindle Edition,"My name is Rachel Price, and two months ago, I walked away from the perfect man. Sweet and funny, and so hot it should be illegal—we shared one magical night. No names. No strings. I never thought I’d see him again.I was wrong. It turns out Mr. Perfect is the playboy grinder for the Jacksonville Rays, the NHL’s hottest new hockey team…and I’m his new physical therapist. Oh, and the jerk doesn’t even recognize me!This fellowship is going to be the longest ten months of my life. Mr. Perfect Mistake will do anything to get back on my good side. Meanwhile, his best friend is the surly new equipment manager always riding my case. Worst of all, I’ve got an uncooperative goalie who thinks I can’t tell he’s hiding an injury!This is my chance to prove myself, and I’m not risking it for anything. But with one unexpected night, one secret revealed, these men are ready to test all my limits. I can’t fall for a player…let alone three. But if love is a game, these guys are playing to win.PUCKING AROUND is a spicy ‘why choose’ hockey romance. This book stands alone as the first in a planned series. For a full list of tropes, tags, and CWs, see the author’s website.",18-Mar-23,Kindle Unlimited $0.00,0,"Emily Rath is a romance and fantasy author. A university professor by day, she lives in Florida with her husband, son, and cat. They regularly comb local beaches looking for shark teeth."
https://www.goodreads.com/book/show/62361081-the-true-love-experiment?from_choice=true,9492,Romance,The True Love Experiment,Christina Lauren,4.16,"89,703","11,581",409,Hardcover,"Sparks fly when a romance novelist and a documentary filmmaker join forces to craft the perfect Hollywood love story and take both of their careers to the next level—but only if they can keep the chemistry between them from taking the whole thing off script.Felicity “Fizzy” Chen is lost. Sure, she’s got an incredible career as a beloved romance novelist with a slew of bestsellers under her belt, but when she’s asked to give a commencement address, it hits her: she hasn’t been practicing what she’s preached.Fizzy hasn’t ever really been in love. Lust? Definitely. But that swoon-worthy, can’t-stop-thinking-about-him, all-encompassing feeling? Nope. Nothing. What happens when the optimism she’s spent her career encouraging in readers starts to feel like a lie?Connor Prince, documentary filmmaker and single father, loves his work in large part because it allows him to live near his daughter. But when his profit-minded boss orders him to create a reality TV show, putting his job on the line, Connor is out of his element. Desperate to find his romantic lead, a chance run-in with an exasperated Fizzy offers Connor the perfect solution. What if he could show the queen of romance herself falling head-over-heels for all the world to see? Fizzy gives him a hard pass—unless he agrees to her list of demands. When he says yes, and production on The True Love Experiment begins, Connor wonders if that perfect match will ever be in the cue cards for him, too. The True Love Experiment is the book fans have been waiting for ever since Fizzy’s debut in The Soulmate Equation. But when the lights come on and all eyes are on her, it turns out the happily ever after Fizzy had all but given up on might lie just behind the camera.",16-May-23,Kindle $12.99,12.99,"Christina Lauren is the combined pen name of long-time writing partners/best friends Christina Hobbs and Lauren Billings. The coauthor duo writes both Young Adult and Adult Fiction, and together has produced nineteen New York Times bestselling novels. Their books have been translated into 30+ languages. (Some of these books have kissing. Some of these books have A LOT of kissing.)We don't respond to private messages here, so please contact us via twitter (@seeCwrite for Christina and @LolaShoes for Lauren) or our site. Thank you!!"
https://www.goodreads.com/book/show/61897968-practice-makes-perfect?from_choice=true,8518,Romance,Practice Makes Perfect,Sarah       Adams,4.04,"83,152","12,507",368,Paperback,"Annie Walker is on a quest to find her perfect match-someone who nicely compliments her happy, quiet life running her flower shop in Rome, Kentucky. Unfortunately, she worries her goal might be too far out of reach when she overhears her date saying she is ""so unbelievably boring."" Is it too late to become flirtatious and fun like the leading ladies in her favorite romance movies? Maybe she only needs a little practice...and Annie has the perfect person in mind to become her tutor: Will Griffin.Will--the flirtatious, tattooed, and absolutely gorgeous bodyguard--is temporarily back in Rome, providing security for Amelia Rose as excitement grows for her upcoming marriage to Noah Walker. He has one personal objective during his time in town: stay away from Annie Walker. But no sooner than he gets settled, Will soon finds himself not only breaking his rule, but tasked with far more than simply providing security.Will wants no part in changing the sweet and lovely Annie, but he can't bring himself to say no to her request, so he officially agrees to teach her how to be the next leading lady of Rome, Kentucky, and find the love of her life-even if he doesn't believe in love himself. Between faking a relationship so the meddling town doesn't catch on to what's really happening on their practice dates, and tutoring lessons that convince Annie to add passion to her list of must-haves in a mate, it doesn't take long for the lines of their friendship to blur...",2-May-23,Kindle $11.99,11.99,
https://www.goodreads.com/book/show/63031640-powerless?from_choice=true,8486,Romance,Powerless,Elsie Silver,4.13,"99,055","10,601",396,Kindle Edition,"Two childhood friends. Two broken hearts. One impromptu road trip to get away from everything. That’s all this was supposed to be. Afterall, I’ve been living in the friend zone for years now.But hockey heartthrob Jasper Gervais isn’t looking at me like a friend anymore. And he isn’t touching me like one either.To his fans, he’s the handsome, talented athlete on TV. But to me he’s still the lost boy with sad eyes and a heart of gold.The man I’ve loved in secret for years.So when my life falls apart on my wedding day, it only makes sense that he’s the one to swoop in and save me. And when his world comes crashing down around him, I’m there to return the favor.But the more time we spend alone, the more Jasper doesn’t feel like a friend at all. He feels like everything I’ve ever wanted and thought I could never have.Our feelings aren’t straight forward though. They twist and turn around the pain of his past and the reality of my present.Jasper Gervais acts like he wants me.But after years of turning me away, he’s going to need to prove it.",10-Feb-23,Kindle Unlimited $0.00,0,Canadian author who loves a good book boyfriend and the sassy heroines who bring them to their knees. Connoisseur of charged looks and lingering touches. Big fan of witty banter. Horse girl through and through. Fully convinced that it's always wine o'clock somewhere.
https://www.goodreads.com/book/show/127152907-in-the-likely-event?from_choice=true,8421,Romance,In the Likely Event,Rebecca Yarros,4.25,"61,109","5,158",348,Kindle Edition,"When Izzy Astor gets on a plane to go home, she isn’t expecting much. It’s the usual holiday travel experience: busy, crowded, stressful.Then she spots her seatmate, who is anything but ordinary. Nate Phelan sports dark hair, blue eyes, and a deliciously rugged charm that Izzy can’t resist. Their connection is undeniable. Izzy never believed in destiny before, but she does now.Just ninety seconds after takeoff, their plane goes down in the Missouri River.Their lives change. They change. Nate goes on to a career in the military while Izzy finds her way into politics. Despite a few chance encounters over the years, the timing never feels right.Then comes a high-stakes reunion in Afghanistan, where Nate is tasked with protecting Izzy’s life.He’ll do anything to keep her safe. And everything to win her heart.",1-Aug-23,Kindle Unlimited $0.00,0,"Rebecca Yarros is a hopeless romantic and coffee addict. She is the New York Times bestselling author of over twenty novels, including Fourth Wing, The Last Letter and The Things We Leave Unfinished. She’s also the recipient of the Colorado Romance Writer’s Award of Excellence for Eyes Turned Skyward. Rebecca loves military heroes and has been blissfully married to hers for over twenty years. A mother of six, she is currently surviving the teenage years with all four of her hockey-playing sons.Want to know about Rebecca’s next release? Check her out online at www.rebeccayarros.com."
